gene_id,gene_type,gene_short_name
ENSMUSG00000040242.14,protein_coding,Fgfr1op2
ENSMUSG00000040234.16,protein_coding,Tm7sf3
ENSMUSG00000030291.12,protein_coding,Med21
ENSMUSG00000085238.1,lincRNA,4930479D17Rik
ENSMUSG00000001630.13,protein_coding,Stk38l
ENSMUSG00000108108.1,TEC,Gm44270
ENSMUSG00000107788.1,processed_pseudogene,Gm6266
ENSMUSG00000040187.15,protein_coding,Arntl2
ENSMUSG00000030292.10,protein_coding,Smco2
ENSMUSG00000016487.15,protein_coding,Ppfibp1
ENSMUSG00000040163.14,protein_coding,1700034J05Rik
ENSMUSG00000107814.1,processed_pseudogene,Gm35876
ENSMUSG00000040121.5,protein_coding,Rep15
ENSMUSG00000040112.9,protein_coding,Mrps35
ENSMUSG00000072662.2,protein_coding,Mansc4
ENSMUSG00000040102.10,protein_coding,Klhl42
ENSMUSG00000085600.7,lincRNA,E330012B07Rik
ENSMUSG00000048776.8,protein_coding,Pthlh
ENSMUSG00000072660.5,antisense,Gm6288
ENSMUSG00000030301.17,protein_coding,Ccdc91
ENSMUSG00000086777.3,antisense,Far2os2
ENSMUSG00000030303.15,protein_coding,Far2
ENSMUSG00000089948.1,antisense,Far2os1
ENSMUSG00000030304.11,protein_coding,Ergic2
ENSMUSG00000107402.1,TEC,4732416N19Rik
ENSMUSG00000084823.2,lincRNA,Gm17216
ENSMUSG00000030306.14,protein_coding,Tmtc1
ENSMUSG00000063171.4,transcribed_processed_pseudogene,Rps4l
ENSMUSG00000108148.1,antisense,Gm44020
ENSMUSG00000108035.1,TEC,Gm44021
ENSMUSG00000107706.1,TEC,Gm44022
ENSMUSG00000070995.10,lincRNA,Gm6313
ENSMUSG00000040029.14,protein_coding,Ipo8
ENSMUSG00000107909.1,TEC,Gm44143
ENSMUSG00000030309.16,protein_coding,Caprin2
ENSMUSG00000108254.1,TEC,Gm43908
ENSMUSG00000108258.1,lincRNA,Gm43913
ENSMUSG00000039985.14,protein_coding,Fam60a
ENSMUSG00000085355.2,antisense,3010003L21Rik
ENSMUSG00000030313.15,protein_coding,Dennd5b
ENSMUSG00000097505.1,lincRNA,Gm26540
ENSMUSG00000082633.1,processed_pseudogene,Gm15779
ENSMUSG00000107970.1,TEC,RP23-355N5.6
ENSMUSG00000065664.1,snRNA,Gm22578
ENSMUSG00000067292.3,protein_coding,Gm10203
ENSMUSG00000039958.17,protein_coding,Etfbkmt
ENSMUSG00000068250.13,protein_coding,Amn1
ENSMUSG00000107526.1,lincRNA,1700003I16Rik
ENSMUSG00000107894.1,TEC,Gm10388
ENSMUSG00000032712.16,protein_coding,2810474O19Rik
ENSMUSG00000081126.1,processed_pseudogene,Gm15784
ENSMUSG00000003452.15,protein_coding,Bicd1
ENSMUSG00000096299.3,lincRNA,Gm21814
ENSMUSG00000107976.1,TEC,Gm44043
ENSMUSG00000107956.1,lincRNA,Speer9-ps1
ENSMUSG00000054753.9,protein_coding,AU018091
ENSMUSG00000078817.4,protein_coding,Nlrp12
ENSMUSG00000068566.12,protein_coding,Myadm
ENSMUSG00000078816.9,protein_coding,Prkcg
ENSMUSG00000069806.5,protein_coding,Cacng7
ENSMUSG00000107620.1,TEC,Gm44256
ENSMUSG00000107815.1,lincRNA,Gm44257
ENSMUSG00000053395.15,protein_coding,Cacng8
ENSMUSG00000107862.1,antisense,Gm44151
ENSMUSG00000107585.1,lincRNA,3300002P13Rik
ENSMUSG00000078815.8,protein_coding,Cacng6
ENSMUSG00000107985.1,lincRNA,Gm44160
ENSMUSG00000053338.9,protein_coding,Tarm1
ENSMUSG00000108644.1,lincRNA,Gm44920
ENSMUSG00000054594.13,protein_coding,Oscar
ENSMUSG00000035674.13,protein_coding,Ndufa3
ENSMUSG00000006335.16,protein_coding,Tfpt
ENSMUSG00000008373.16,protein_coding,Prpf31
ENSMUSG00000085039.2,processed_transcript,Gm15927
ENSMUSG00000035632.16,protein_coding,Cnot3
ENSMUSG00000078813.3,protein_coding,Leng1
ENSMUSG00000019734.16,protein_coding,Tmc4
ENSMUSG00000086032.1,antisense,Gm15929
ENSMUSG00000035596.14,protein_coding,Mboat7
ENSMUSG00000035585.16,protein_coding,Tsen34
ENSMUSG00000006333.14,protein_coding,Rps9
ENSMUSG00000058818.13,protein_coding,Pirb
ENSMUSG00000055541.17,protein_coding,Lair1
ENSMUSG00000086155.7,antisense,9430041J12Rik
ENSMUSG00000030428.16,protein_coding,Ttyh1
ENSMUSG00000085886.1,antisense,D030047H15Rik
ENSMUSG00000035545.13,protein_coding,Leng8
ENSMUSG00000043432.7,protein_coding,Leng9
ENSMUSG00000063838.6,protein_coding,1700027J19Rik
ENSMUSG00000078810.4,protein_coding,Gp6
ENSMUSG00000008435.15,protein_coding,Rdh13
ENSMUSG00000091177.2,antisense,Gm15494
ENSMUSG00000006154.13,protein_coding,Eps8l1
ENSMUSG00000019254.16,protein_coding,Ppp1r12c
ENSMUSG00000064179.13,protein_coding,Tnnt1
ENSMUSG00000035458.15,protein_coding,Tnni3
ENSMUSG00000055809.7,protein_coding,Dnaaf3
ENSMUSG00000085725.2,antisense,Gm15873
ENSMUSG00000004961.7,protein_coding,Syt5
ENSMUSG00000035429.13,protein_coding,Ptprh
ENSMUSG00000108320.1,antisense,Gm44877
ENSMUSG00000045282.7,protein_coding,Tmem86b
ENSMUSG00000052296.7,protein_coding,Ppp6r1
ENSMUSG00000108477.1,TEC,Gm44878
ENSMUSG00000063802.5,protein_coding,Hspbp1
ENSMUSG00000035390.16,protein_coding,Brsk1
ENSMUSG00000046456.14,protein_coding,Tmem150b
ENSMUSG00000059851.15,protein_coding,Kmt5c
ENSMUSG00000051811.14,protein_coding,Cox6b2
ENSMUSG00000092518.9,protein_coding,Fam71e2
ENSMUSG00000004371.14,protein_coding,Il11
ENSMUSG00000030431.8,protein_coding,Tmem238
ENSMUSG00000030432.12,protein_coding,Rpl28
ENSMUSG00000060860.8,protein_coding,Ube2s
ENSMUSG00000053550.13,protein_coding,Shisa7
ENSMUSG00000052605.12,protein_coding,Isoc2b
ENSMUSG00000086784.2,protein_coding,Isoc2a
ENSMUSG00000110221.1,protein_coding,Gm36210
ENSMUSG00000109441.1,lincRNA,Gm44983
ENSMUSG00000074406.5,protein_coding,Zfp628
ENSMUSG00000035285.6,protein_coding,Nat14
ENSMUSG00000035279.8,protein_coding,Ssc5d
ENSMUSG00000030433.15,protein_coding,Sbk2
ENSMUSG00000085272.7,protein_coding,Sbk3
ENSMUSG00000051550.10,protein_coding,Zfp579
ENSMUSG00000061374.14,protein_coding,Fiz1
ENSMUSG00000051184.7,protein_coding,Zfp524
ENSMUSG00000109129.1,protein_coding,Gm44973
ENSMUSG00000074405.7,protein_coding,Zfp865
ENSMUSG00000035228.15,protein_coding,Ccdc106
ENSMUSG00000043290.6,protein_coding,Zfp784
ENSMUSG00000086604.2,antisense,Gm15510
ENSMUSG00000055633.6,protein_coding,Zfp580
ENSMUSG00000109274.1,TEC,Gm45133
ENSMUSG00000030435.16,protein_coding,U2af2
ENSMUSG00000035203.16,protein_coding,Epn1
ENSMUSG00000035191.15,protein_coding,Rfpl4
ENSMUSG00000035177.8,protein_coding,Nlrp2
ENSMUSG00000034690.13,protein_coding,Nlrp4c
ENSMUSG00000046792.8,protein_coding,Zfp787
ENSMUSG00000109108.1,bidirectional_promoter_lncRNA,Gm44890
ENSMUSG00000044876.15,protein_coding,Zfp444
ENSMUSG00000109165.1,sense_intronic,Gm45148
ENSMUSG00000034660.8,protein_coding,Galp
ENSMUSG00000058028.14,protein_coding,Zscan5b
ENSMUSG00000053367.15,protein_coding,Gm6792
ENSMUSG00000108949.1,lincRNA,Gm45069
ENSMUSG00000054893.15,protein_coding,Zfp667
ENSMUSG00000030443.16,protein_coding,Zfp583
ENSMUSG00000109080.1,lincRNA,Gm45068
ENSMUSG00000109398.2,protein_coding,Gm3854
ENSMUSG00000055150.15,protein_coding,Zfp78
ENSMUSG00000062861.8,protein_coding,Zfp28
ENSMUSG00000093536.7,protein_coding,Smim17
ENSMUSG00000089780.1,sense_intronic,Gm16306
ENSMUSG00000045929.8,protein_coding,Gm20715
ENSMUSG00000034583.8,protein_coding,Olfr1347
ENSMUSG00000048067.8,protein_coding,Olfr1349
ENSMUSG00000002266.17,protein_coding,Zim1
ENSMUSG00000002265.16,protein_coding,Peg3
ENSMUSG00000051527.11,protein_coding,Usp29
ENSMUSG00000098657.1,sRNA,Gm27675
ENSMUSG00000109131.1,TEC,Gm44862
ENSMUSG00000109416.1,TEC,Gm44863
ENSMUSG00000109430.1,TEC,Gm44585
ENSMUSG00000109456.1,TEC,Gm44584
ENSMUSG00000109082.1,TEC,Gm44586
ENSMUSG00000109094.1,TEC,Gm44587
ENSMUSG00000108043.2,antisense,Zim3
ENSMUSG00000109176.1,transcribed_unprocessed_pseudogene,Zfp264
ENSMUSG00000062116.10,protein_coding,Zfp954
ENSMUSG00000063535.7,protein_coding,Zfp773
ENSMUSG00000034538.8,protein_coding,Zfp418
ENSMUSG00000066838.7,protein_coding,Zfp772
ENSMUSG00000110105.1,protein_coding,Vmn2r29
ENSMUSG00000095730.3,protein_coding,Vmn2r29
ENSMUSG00000098900.2,transcribed_unprocessed_pseudogene,Gm18190
ENSMUSG00000000605.9,protein_coding,Clcn4
ENSMUSG00000110243.1,antisense,Gm45631
ENSMUSG00000070847.12,protein_coding,Vmn2r30
ENSMUSG00000110139.1,protein_coding,RP24-77E13.12
ENSMUSG00000109654.1,transcribed_unprocessed_pseudogene,Gm3912
ENSMUSG00000096691.1,protein_coding,Vmn2r33
ENSMUSG00000070844.10,protein_coding,Vmn2r42
ENSMUSG00000053720.4,protein_coding,Vmn2r43
ENSMUSG00000092441.1,unprocessed_pseudogene,Vmn2r-ps46
ENSMUSG00000092204.1,unprocessed_pseudogene,Vmn2r-ps49
ENSMUSG00000090727.2,unprocessed_pseudogene,Gm3956
ENSMUSG00000091163.4,transcribed_unprocessed_pseudogene,Gm3962
ENSMUSG00000096658.2,protein_coding,Vmn2r39
ENSMUSG00000095773.2,protein_coding,Vmn2r38
ENSMUSG00000058685.6,protein_coding,Vmn2r51
ENSMUSG00000034122.17,unprocessed_pseudogene,Nlrp4d
ENSMUSG00000030393.8,protein_coding,Zik1
ENSMUSG00000110379.1,unprocessed_pseudogene,RP24-370L8.5
ENSMUSG00000109758.1,unprocessed_pseudogene,Gm18854
ENSMUSG00000034071.15,protein_coding,Zfp551
ENSMUSG00000030386.18,protein_coding,Zfp606
ENSMUSG00000030385.4,protein_coding,2900092C05Rik
ENSMUSG00000096002.1,protein_coding,Vmn2r53
ENSMUSG00000082872.1,processed_pseudogene,Gm15773
ENSMUSG00000096593.1,protein_coding,Vmn2r54
ENSMUSG00000091045.8,protein_coding,Vmn2r55
ENSMUSG00000090762.1,protein_coding,Vmn2r56
ENSMUSG00000098135.1,processed_pseudogene,Gm6946
ENSMUSG00000070822.5,protein_coding,Zscan18
ENSMUSG00000110124.1,processed_pseudogene,RP23-74O12.7
ENSMUSG00000109724.1,transcribed_processed_pseudogene,RP23-74O12.6
ENSMUSG00000057894.10,protein_coding,Zfp329
ENSMUSG00000058638.14,protein_coding,Zfp110
ENSMUSG00000110320.1,lincRNA,Gm45603
ENSMUSG00000060397.6,protein_coding,Zfp128
ENSMUSG00000054715.11,protein_coding,Zscan22
ENSMUSG00000012848.15,protein_coding,Rps5
ENSMUSG00000033967.4,protein_coding,Rnf225
ENSMUSG00000065006.1,snRNA,Gm26325
ENSMUSG00000097115.2,lincRNA,1810019N24Rik
ENSMUSG00000102084.1,lincRNA,Gm29638
ENSMUSG00000004500.9,protein_coding,Zfp324
ENSMUSG00000033961.16,protein_coding,Zfp446
ENSMUSG00000030382.15,protein_coding,Slc27a5
ENSMUSG00000005566.14,protein_coding,Trim28
ENSMUSG00000049600.8,protein_coding,Zbtb45
ENSMUSG00000033916.5,protein_coding,Chmp2a
ENSMUSG00000005575.16,protein_coding,Ube2m
ENSMUSG00000030380.17,protein_coding,Mzf1
ENSMUSG00000070814.15,protein_coding,6330408A02Rik
ENSMUSG00000056394.17,protein_coding,Lig1
ENSMUSG00000033847.15,protein_coding,Pla2g4c
ENSMUSG00000074547.4,processed_pseudogene,Rps8-ps4
ENSMUSG00000108293.1,unprocessed_pseudogene,Pla2g4c-ps
ENSMUSG00000005649.17,protein_coding,Cabp5
ENSMUSG00000074378.5,protein_coding,Bsph1
ENSMUSG00000078799.5,protein_coding,Sult2a5
ENSMUSG00000070811.6,protein_coding,Sult2a2
ENSMUSG00000078798.4,protein_coding,Sult2a1
ENSMUSG00000074377.12,protein_coding,Sult2a4
ENSMUSG00000074375.3,protein_coding,Sult2a3
ENSMUSG00000080705.1,unprocessed_pseudogene,Sult2a-ps4
ENSMUSG00000030378.15,protein_coding,Sult2a8
ENSMUSG00000041596.12,transcribed_unprocessed_pseudogene,Nlrp5-ps
ENSMUSG00000100586.1,protein_coding,Vmn1r90
ENSMUSG00000093773.1,unprocessed_pseudogene,Obox3-ps7
ENSMUSG00000066772.12,protein_coding,Obox3
ENSMUSG00000041578.15,protein_coding,Crx
ENSMUSG00000074365.13,protein_coding,Crxos
ENSMUSG00000041571.9,protein_coding,Selenow
ENSMUSG00000041560.12,protein_coding,Gltscr2
ENSMUSG00000074364.6,protein_coding,Ehd2
ENSMUSG00000070808.4,protein_coding,Gltscr1
ENSMUSG00000109984.1,lincRNA,Gm45281
ENSMUSG00000078796.4,protein_coding,Zfp541
ENSMUSG00000006024.13,protein_coding,Napa
ENSMUSG00000006021.5,protein_coding,Kptn
ENSMUSG00000030376.8,protein_coding,Slc8a2
ENSMUSG00000041420.18,protein_coding,Meis3
ENSMUSG00000006019.15,protein_coding,Dhx34
ENSMUSG00000074361.10,protein_coding,C5ar2
ENSMUSG00000049130.6,protein_coding,C5ar1
ENSMUSG00000091811.2,protein_coding,Inafm1
ENSMUSG00000041375.18,protein_coding,Ccdc9
ENSMUSG00000002083.13,protein_coding,Bbc3
ENSMUSG00000052833.9,protein_coding,Sae1
ENSMUSG00000059273.9,protein_coding,Zc3h4
ENSMUSG00000110181.1,TEC,Gm45508
ENSMUSG00000109781.1,lincRNA,Gm45509
ENSMUSG00000019158.9,protein_coding,Tmem160
ENSMUSG00000001988.9,protein_coding,Npas1
ENSMUSG00000058230.12,protein_coding,Arhgap35
ENSMUSG00000101135.1,processed_pseudogene,Gm17981
ENSMUSG00000100583.6,antisense,Gm29443
ENSMUSG00000108316.1,processed_pseudogene,Gm44589
ENSMUSG00000008036.11,protein_coding,Ap2s1
ENSMUSG00000001918.17,protein_coding,Slc1a5
ENSMUSG00000048920.8,protein_coding,Fkrp
ENSMUSG00000030374.15,protein_coding,Strn4
ENSMUSG00000041187.16,protein_coding,Prkd2
ENSMUSG00000097842.2,lincRNA,9330104G04Rik
ENSMUSG00000078794.4,protein_coding,Dact3
ENSMUSG00000108671.1,TEC,2700080J24Rik
ENSMUSG00000063594.5,protein_coding,Gng8
ENSMUSG00000043017.9,protein_coding,Ptgir
ENSMUSG00000019370.10,protein_coding,Calm3
ENSMUSG00000070802.5,protein_coding,Pnmal2
ENSMUSG00000041141.7,protein_coding,Pnmal1
ENSMUSG00000108348.2,protein_coding,Gm42372
ENSMUSG00000041117.8,protein_coding,Ccdc8
ENSMUSG00000003099.11,protein_coding,Ppp5c
ENSMUSG00000004328.15,protein_coding,Hif3a
ENSMUSG00000108807.1,TEC,4833404L02Rik
ENSMUSG00000066760.12,protein_coding,Psg16
ENSMUSG00000108694.1,processed_pseudogene,Gm7287
ENSMUSG00000108782.1,lincRNA,Gm45035
ENSMUSG00000023185.4,protein_coding,Ceacam14
ENSMUSG00000078793.9,unprocessed_pseudogene,Gm5155
ENSMUSG00000108545.1,antisense,Gm44613
ENSMUSG00000054005.4,protein_coding,Mill1
ENSMUSG00000109209.1,TEC,Gm45104
ENSMUSG00000004540.7,protein_coding,Psg17
ENSMUSG00000040987.14,protein_coding,Mill2
ENSMUSG00000108658.1,TEC,Gm45138
ENSMUSG00000030413.7,protein_coding,Pglyrp1
ENSMUSG00000074358.9,protein_coding,Ccdc61
ENSMUSG00000030411.15,protein_coding,Nova2
ENSMUSG00000097038.1,lincRNA,Gm26821
ENSMUSG00000051965.8,protein_coding,Nanos2
ENSMUSG00000074355.2,TEC,Gm10676
ENSMUSG00000048481.15,protein_coding,Mypop
ENSMUSG00000086533.2,antisense,Mypopos
ENSMUSG00000044030.4,protein_coding,Irf2bp1
ENSMUSG00000040891.6,protein_coding,Foxa3
ENSMUSG00000023118.15,protein_coding,Sympk
ENSMUSG00000040866.13,protein_coding,Rsph6a
ENSMUSG00000030410.16,protein_coding,Dmwd
ENSMUSG00000030409.15,protein_coding,Dmpk
ENSMUSG00000040841.5,protein_coding,Six5
ENSMUSG00000085601.7,protein_coding,Gm4969
ENSMUSG00000050428.7,protein_coding,Fbxo46
ENSMUSG00000030407.2,protein_coding,Qpctl
ENSMUSG00000040824.3,protein_coding,Snrpd2
ENSMUSG00000030406.7,protein_coding,Gipr
ENSMUSG00000040811.15,protein_coding,Eml2
ENSMUSG00000044317.7,protein_coding,Gpr4
ENSMUSG00000052214.9,protein_coding,Opa3
ENSMUSG00000064580.1,snRNA,Gm25134
ENSMUSG00000030403.9,protein_coding,Vasp
ENSMUSG00000089636.1,antisense,1700058P15Rik
ENSMUSG00000030402.5,protein_coding,Ppm1n
ENSMUSG00000030401.16,protein_coding,Rtn2
ENSMUSG00000003545.3,protein_coding,Fosb
ENSMUSG00000108854.1,lincRNA,D830036C21Rik
ENSMUSG00000109366.1,lincRNA,Gm44698
ENSMUSG00000003549.9,protein_coding,Ercc1
ENSMUSG00000047649.9,protein_coding,Cd3eap
ENSMUSG00000040734.14,protein_coding,Ppp1r13l
ENSMUSG00000030400.17,protein_coding,Ercc2
ENSMUSG00000097231.2,antisense,Gm26852
ENSMUSG00000040714.14,protein_coding,Klc3
ENSMUSG00000030399.2,protein_coding,Ckm
ENSMUSG00000040705.2,antisense,A930016O22Rik
ENSMUSG00000030397.10,protein_coding,Mark4
ENSMUSG00000011263.16,protein_coding,Exoc3l2
ENSMUSG00000057667.7,protein_coding,Bloc1s3
ENSMUSG00000002043.17,protein_coding,Trappc6a
ENSMUSG00000060621.6,protein_coding,Nkpd1
ENSMUSG00000051403.9,protein_coding,Ppp1r37
ENSMUSG00000044709.6,protein_coding,Gemin7
ENSMUSG00000011267.8,protein_coding,Zfp296
ENSMUSG00000061028.7,protein_coding,Clasrp
ENSMUSG00000097246.1,lincRNA,Gm26890
ENSMUSG00000002983.17,protein_coding,Relb
ENSMUSG00000002981.10,protein_coding,Clptm1
ENSMUSG00000002992.17,protein_coding,Apoc2
ENSMUSG00000074336.5,protein_coding,Apoc4
ENSMUSG00000040564.14,protein_coding,Apoc1
ENSMUSG00000002985.16,protein_coding,Apoe
ENSMUSG00000002984.17,protein_coding,Tomm40
ENSMUSG00000092381.1,antisense,Gm20512
ENSMUSG00000062300.14,protein_coding,Nectin2
ENSMUSG00000002980.14,protein_coding,Bcam
ENSMUSG00000109136.1,TEC,Gm45114
ENSMUSG00000097226.1,antisense,Gm26600
ENSMUSG00000040525.13,protein_coding,Cblc
ENSMUSG00000053175.17,protein_coding,Bcl3
ENSMUSG00000092216.3,protein_coding,Gm19345
ENSMUSG00000109214.1,lincRNA,Gm44659
ENSMUSG00000049848.7,protein_coding,Ceacam19
ENSMUSG00000040511.14,protein_coding,Pvr
ENSMUSG00000090075.1,antisense,Gm16251
ENSMUSG00000040498.7,protein_coding,Igsf23
ENSMUSG00000070777.5,protein_coding,Ceacam20
ENSMUSG00000060508.16,protein_coding,Nlrp9b
ENSMUSG00000045693.8,protein_coding,Nlrp4e
ENSMUSG00000015721.18,protein_coding,Nlrp5
ENSMUSG00000066724.3,transcribed_processed_pseudogene,Gm10175
ENSMUSG00000108613.1,antisense,Gm36694
ENSMUSG00000057101.8,protein_coding,Zfp180
ENSMUSG00000052675.11,protein_coding,Zfp112
ENSMUSG00000108703.1,antisense,Gm44793
ENSMUSG00000047603.9,protein_coding,Zfp235
ENSMUSG00000068962.7,protein_coding,Zfp114
ENSMUSG00000087598.9,protein_coding,Zfp111
ENSMUSG00000074283.5,protein_coding,Zfp109
ENSMUSG00000030486.9,protein_coding,Zfp108
ENSMUSG00000055305.15,protein_coding,Zfp93
ENSMUSG00000050605.17,protein_coding,Zfp61
ENSMUSG00000074282.10,protein_coding,Zfp94
ENSMUSG00000054342.8,protein_coding,Kcnn4
ENSMUSG00000002210.11,protein_coding,Smg9
ENSMUSG00000062028.8,protein_coding,Irgc1
ENSMUSG00000046223.10,protein_coding,Plaur
ENSMUSG00000054793.8,protein_coding,Cadm4
ENSMUSG00000064264.14,protein_coding,Zfp428
ENSMUSG00000041037.8,protein_coding,Irgq
ENSMUSG00000011632.7,protein_coding,Pinlyp
ENSMUSG00000051768.9,protein_coding,Xrcc1
ENSMUSG00000066721.3,protein_coding,Zfp575
ENSMUSG00000064254.6,protein_coding,Ethe1
ENSMUSG00000074277.4,protein_coding,Phldb3
ENSMUSG00000097215.1,antisense,Gm26550
ENSMUSG00000057454.5,protein_coding,Lypd3
ENSMUSG00000011350.15,processed_transcript,Gm5893
ENSMUSG00000011349.5,protein_coding,Dmrtc2
ENSMUSG00000040952.16,protein_coding,Rps19
ENSMUSG00000003379.7,protein_coding,Cd79a
ENSMUSG00000040940.18,protein_coding,Arhgef1
ENSMUSG00000108367.2,protein_coding,Gm4881
ENSMUSG00000003380.11,protein_coding,Rabac1
ENSMUSG00000040907.15,protein_coding,Atp1a3
ENSMUSG00000003378.9,protein_coding,Grik5
ENSMUSG00000045252.11,protein_coding,Zfp574
ENSMUSG00000008496.19,protein_coding,Pou2f2
ENSMUSG00000074274.7,lincRNA,D930028M14Rik
ENSMUSG00000054499.9,protein_coding,Dedd2
ENSMUSG00000046541.9,protein_coding,Zfp526
ENSMUSG00000057177.12,protein_coding,Gsk3a
ENSMUSG00000090330.2,antisense,9130221H12Rik
ENSMUSG00000040857.15,protein_coding,Erf
ENSMUSG00000005442.13,protein_coding,Cic
ENSMUSG00000005447.12,protein_coding,Pafah1b3
ENSMUSG00000058741.4,protein_coding,Prr19
ENSMUSG00000043843.16,protein_coding,Tmem145
ENSMUSG00000045039.9,protein_coding,Megf8
ENSMUSG00000053714.8,antisense,4732471J01Rik
ENSMUSG00000003123.15,protein_coding,Lipe
ENSMUSG00000060188.6,protein_coding,Cxcl17
ENSMUSG00000074272.10,protein_coding,Ceacam1
ENSMUSG00000054385.14,protein_coding,Ceacam2
ENSMUSG00000057229.11,protein_coding,Atp5sl
ENSMUSG00000059479.7,protein_coding,B3gnt8
ENSMUSG00000060376.7,protein_coding,Bckdha
ENSMUSG00000061286.7,protein_coding,Exosc5
ENSMUSG00000061702.10,protein_coding,Tmem91
ENSMUSG00000063439.7,protein_coding,B9d2
ENSMUSG00000002603.15,protein_coding,Tgfb1
ENSMUSG00000002608.8,protein_coding,Ccdc97
ENSMUSG00000040725.13,protein_coding,Hnrnpul1
ENSMUSG00000002602.16,protein_coding,Axl
ENSMUSG00000040703.11,protein_coding,Cyp2s1
ENSMUSG00000097017.1,lincRNA,Gm26707
ENSMUSG00000108415.1,lincRNA,Gm30146
ENSMUSG00000040583.8,protein_coding,Cyp2b13
ENSMUSG00000040614.14,protein_coding,Nlrp9c
ENSMUSG00000040601.13,protein_coding,Nlrp4a
ENSMUSG00000054102.15,protein_coding,Nlrp9a
ENSMUSG00000049685.8,protein_coding,Cyp2g1
ENSMUSG00000052974.8,protein_coding,Cyp2f2
ENSMUSG00000086868.1,antisense,Gm15883
ENSMUSG00000078787.8,protein_coding,Cyp2t4
ENSMUSG00000058709.11,protein_coding,Egln2
ENSMUSG00000053291.15,protein_coding,Rab4b
ENSMUSG00000089661.9,protein_coding,Mia
ENSMUSG00000061479.15,protein_coding,Snrpa
ENSMUSG00000078786.9,protein_coding,BC024978
ENSMUSG00000003752.9,protein_coding,Itpkc
ENSMUSG00000003762.13,protein_coding,Coq8b
ENSMUSG00000084974.1,antisense,Gm15567
ENSMUSG00000063160.12,protein_coding,Numbl
ENSMUSG00000040488.17,protein_coding,Ltbp4
ENSMUSG00000089832.8,protein_coding,Shkbp1
ENSMUSG00000011751.16,protein_coding,Sptbn4
ENSMUSG00000040466.16,protein_coding,Blvrb
ENSMUSG00000055200.7,protein_coding,Sertad3
ENSMUSG00000008384.8,protein_coding,Sertad1
ENSMUSG00000053198.13,protein_coding,Prx
ENSMUSG00000087371.1,antisense,Gm15541
ENSMUSG00000040424.15,protein_coding,Hipk4
ENSMUSG00000003363.15,protein_coding,Pld3
ENSMUSG00000049643.15,protein_coding,2310022A10Rik
ENSMUSG00000004056.15,protein_coding,Akt2
ENSMUSG00000108592.1,processed_transcript,Gm44685
ENSMUSG00000007944.8,protein_coding,Ttc9b
ENSMUSG00000040390.13,protein_coding,Map3k10
ENSMUSG00000108520.1,processed_transcript,Gm44684
ENSMUSG00000057093.14,protein_coding,Zfp607b
ENSMUSG00000037640.15,protein_coding,Zfp60
ENSMUSG00000109143.1,transcribed_unprocessed_pseudogene,Gm10046
ENSMUSG00000030604.9,protein_coding,Zfp626
ENSMUSG00000078779.4,protein_coding,Zfp59
ENSMUSG00000020420.8,protein_coding,Zfp607a
ENSMUSG00000070709.12,protein_coding,Zfp974
ENSMUSG00000097455.1,antisense,Gm26891
ENSMUSG00000063047.9,protein_coding,Zfp780b
ENSMUSG00000096916.7,protein_coding,Zfp850
ENSMUSG00000030603.16,protein_coding,Psmc4
ENSMUSG00000047730.17,protein_coding,Fcgbp
ENSMUSG00000078776.9,protein_coding,9530053A07Rik
ENSMUSG00000109015.1,TEC,Gm45010
ENSMUSG00000046865.7,protein_coding,Fbl
ENSMUSG00000002409.18,protein_coding,Dyrk1b
ENSMUSG00000046058.7,protein_coding,Eid2
ENSMUSG00000070705.3,protein_coding,Eid2b
ENSMUSG00000046750.17,protein_coding,Selenov
ENSMUSG00000003436.11,protein_coding,Dll3
ENSMUSG00000003438.17,protein_coding,Timm50
ENSMUSG00000003435.9,protein_coding,Supt5
ENSMUSG00000109168.1,antisense,Gm44709
ENSMUSG00000037563.15,protein_coding,Rps16
ENSMUSG00000037552.17,protein_coding,Plekhg2
ENSMUSG00000044786.6,protein_coding,Zfp36
ENSMUSG00000109455.1,antisense,Gm44710
ENSMUSG00000003444.8,protein_coding,Med29
ENSMUSG00000003437.14,protein_coding,Paf1
ENSMUSG00000109336.1,protein_coding,Samd4b
ENSMUSG00000060791.15,protein_coding,Gmfg
ENSMUSG00000030600.15,protein_coding,Lrfn1
ENSMUSG00000099417.1,transcribed_processed_pseudogene,1700028B04Rik
ENSMUSG00000030602.13,protein_coding,Pak4
ENSMUSG00000037469.9,protein_coding,Acp7
ENSMUSG00000108905.1,lincRNA,Gm44618
ENSMUSG00000037463.14,protein_coding,Fbxo27
ENSMUSG00000030598.15,protein_coding,Fbxo17
ENSMUSG00000045948.8,protein_coding,Mrps12
ENSMUSG00000070699.5,protein_coding,Sars2
ENSMUSG00000096257.2,protein_coding,Ccer2
ENSMUSG00000030595.15,protein_coding,Nfkbib
ENSMUSG00000015149.14,protein_coding,Sirt2
ENSMUSG00000051735.7,protein_coding,Rinl
ENSMUSG00000015165.16,protein_coding,Hnrnpl
ENSMUSG00000109420.1,antisense,Gm44702
ENSMUSG00000053898.12,protein_coding,Ech1
